transaction_id,sender_id,recipient_id,transaction_type,amount,location,payment_method,sender_iban_x,recipient_iban_x,balance_after,description,timestamp,sender_signature,recipient_signature,sender_user_idx_sig,recipient_user_idx_sig,sender_user_idx_iban,recipient_user_idx_iban,sender_user_idx,recipient_user_idx,sender_link_score,recipient_link_score,sender_first_name,sender_last_name,sender_user_full_name,sender_residence_city,sender_residence_lat,sender_residence_lng,sender_salary,sender_job,sender_iban_y,sender_user_signature,recipient_first_name,recipient_last_name,recipient_user_full_name,recipient_residence_city,recipient_residence_lat,recipient_residence_lng,recipient_salary,recipient_job,recipient_iban_y,recipient_user_signature,city_lat,city_lng,latest_gps_lat,latest_gps_lng,latest_gps_timestamp,sender_comm_mentions,recipient_comm_mentions,amount_robust_z_sender,amount_robust_z_recipient,new_sender_recipient_pair,new_payment_method_for_sender,new_transaction_type_for_sender,description_present,description_length,description_keyword_hits,txn_count_past_1h,txn_count_past_24h,txn_count_past_7d,time_since_prev_txn_seconds,hour_rarity,weekday_rarity,burst_count_10min,distance_from_residence_km,distance_from_latest_gps_km,geo_novelty,suspicious_communication_window_score,comm_events_past_7d,ref_sender_amount_robust_z,ref_recipient_amount_robust_z,pair_seen_in_reference,payment_method_seen_by_sender_ref,transaction_type_seen_by_sender_ref,reference_hour_rarity,reference_weekday_rarity,reference_geo_novelty,unseen_transaction_type_indicator,unseen_payment_method_indicator,unseen_location_pattern_indicator,iso_anomaly_score,lof_anomaly_score,novelty_score,transaction_behavior_score,transaction_behavior_reason,temporal_sequence_score,temporal_sequence_reason,geospatial_score,geospatial_reason,communication_risk_score,communication_risk_reason,novelty_drift_score,novelty_drift_reason,final_risk_score,top_risk_reasons,flagged,threshold_used
c1da1f34-1760-4841-966f-cbed3f255dfb,GRSC-KRLH-807-DIE-1,,in-person payment,16.29,Dietzenbach - Dietzenbach Coffee House,smartwatch,DE41E6333599170389191000654,IT12C4911119659728199667090917,23364.01,,2087-06-14 09:23:14+00:00,GRSC-KRLH,,1.0,,1.0,,1.0,,0.95,0.0,Karl-Hermann,Girschner,Karl-Hermann Girschner,Dietzenbach,50.0167,8.7833,33200.0,Freelance Designer,DE41E6333599170389191000654,GRSC-KRLH,,,,,,,,,,,,,50.0149,8.7735,2087-06-13 19:20:14+00:00,66,9,-12.205044994751411,0.0,1,1,1,0,0,0,0.0,0.0,0.0,847189.0,0.8571428571428572,0.7142857142857143,0.0,,,1.0,0.04472557008693293,1.0,-12.205044994751411,0.0,1,1,1,0.875,0.85,0.9875,0,0,0,0.9233711702332872,2.2409704031617004e-06,0.46168670560184516,0.6061686705601845,sender_amount_outlier;sender_vs_reference_outlier;new_counterparty_pair;new_payment_method,0.42819795973824587,rapid_sequence;unusual_hour;rare_vs_reference_hour;rare_vs_reference_weekday,0.28837500000000005,new_geo_context;geo_rare_vs_reference,0.0,no_risky_communication_context,0.6747883639694822,stable_profile,0.42296872521900764,stable_profile | sender_amount_outlier;sender_vs_reference_outlier;new_counterparty_pair;new_payment_method | rapid_sequence;unusual_hour;rare_vs_reference_hour;rare_vs_reference_weekday,True,0.35
beaa4b03-0a2f-48a1-abb4-a5c7378ed046,RGNR-LNAA-7FF-AUD-0,RETRB44116,e-commerce,106.15,UrbanCart Marketplace,PayPal,FR85H4824371990132980420818,IT91O5211763429097941016653304,38757.65,,2087-10-30 11:21:05+00:00,RGNR-LNAA,,0.0,,0.0,,0.0,,0.95,0.0,Alain,Regnier,Alain Regnier,Audincourt,47.4836,6.8403,34100.0,Office Clerk,FR85H4824371990132980420818,RGNR-LNAA,,,,,,,,,,,,,47.48,6.8257,2087-10-27 01:39:20+00:00,67,9,-16.187632525197476,0.0,1,1,1,0,0,0,0.0,0.0,0.0,2062969.0,0.8666666666666667,0.8666666666666667,0.0,,,1.0,0.00041543209581898656,0.0,-16.187632525197476,0.0,1,1,1,0.95,0.875,0.9875,0,0,0,0.9985808840320022,2.0877141649669272e-05,0.4993008805868259,0.6099300880586827,sender_amount_outlier;sender_vs_reference_outlier;new_counterparty_pair;new_payment_method,0.4470426916738286,rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour,0.28837500000000005,new_geo_context;geo_rare_vs_reference,0.0,no_risky_communication_context,0.6445939223218209,stable_profile,0.42235586900912464,stable_profile | sender_amount_outlier;sender_vs_reference_outlier;new_counterparty_pair;new_payment_method | rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour,True,0.35
32e73719-7b07-4c61-9fac-6c715c92ab1f,BRCH-TRCY-802-HAM-1,MKTSW90199,e-commerce,99.8,SwiftCart Online,debit card,GB55A1899498623707047636913,IT74G5663459696944669320308106,9048.07,,2087-01-22 16:22:55+00:00,BRCH-TRCY,,2.0,,2.0,,2.0,,0.95,0.0,Tracy,Birch,Tracy Birch,Hampstead,51.5541,-0.1744,12700.0,Ride-share Driver,GB55A1899498623707047636913,BRCH-TRCY,,,,,,,,,,,,,51.5433,-0.1325,2087-01-22 13:43:24+00:00,63,9,-6.86076086956521,0.6745000000000001,1,1,1,0,0,0,0.0,0.0,0.0,1381959.0,0.8,0.8,0.0,,,1.0,0.0,0.0,-6.86076086956521,0.6745000000000001,1,1,1,0.925,0.875,0.975,0,0,0,1.0,3.046166753040243e-05,0.5000152308337652,0.6369815230833766,sender_amount_outlier;sender_vs_reference_outlier;new_counterparty_pair;new_payment_method,0.4337229785872475,rapid_sequence;rare_vs_reference_hour;rare_vs_reference_weekday,0.28675,new_geo_context;geo_rare_vs_reference,0.0,no_risky_communication_context,0.6151786411827537,stable_profile,0.42171157759369066,sender_amount_outlier;sender_vs_reference_outlier;new_counterparty_pair;new_payment_method | stable_profile | rapid_sequence;rare_vs_reference_hour;rare_vs_reference_weekday,True,0.35
3ba7708b-367a-4637-9b52-d8fea85dc8e7,BRCH-TRCY-802-HAM-1,ACCRN68493,direct debit,22.21,,,GB55A1899498623707047636913,IT24M4140981830157061401795306,12379.83,Rideshare app subscription,2087-06-11 05:39:27+00:00,BRCH-TRCY,,2.0,,2.0,,2.0,,0.95,0.0,Tracy,Birch,Tracy Birch,Hampstead,51.5541,-0.1744,12700.0,Ride-share Driver,GB55A1899498623707047636913,BRCH-TRCY,,,,,,,,,,,,,51.5128,-0.1701,2087-06-08 20:12:16+00:00,63,9,-8.856735507246368,0.0,1,0,1,1,26,0,0.0,0.0,1.0,468665.0,0.9333333333333333,0.8,0.0,,,0.0,0.15012458479926677,3.0,-8.856735507246368,0.0,1,0,1,0.9875,0.875,0.050000000000000044,0,1,0,0.7157710047410568,2.0132521403980342e-06,0.35788650899659863,0.5757886508996599,sender_amount_outlier;sender_vs_reference_outlier;new_counterparty_pair;unseen_method_in_reference,0.5320745778632797,rapid_sequence;unusual_hour;rare_vs_reference_hour;rare_vs_reference_weekday,0.006500000000000006,geo_consistent,0.0,no_risky_communication_context,0.6909376132157016,stable_profile,0.393044508203387,stable_profile | sender_amount_outlier;sender_vs_reference_outlier;new_counterparty_pair;unseen_method_in_reference | rapid_sequence;unusual_hour;rare_vs_reference_hour;rare_vs_reference_weekday,True,0.35
f8efb252-3303-4666-a1db-1633bcfab23e,EMP92998,RGNR-LNAA-7FF-AUD-0,transfer,2796.6,,,IT24Q9761542929117361438734311,FR85H4824371990132980420818,31507.46,Salary payment Jun,2087-06-07 10:03:28+00:00,,RGNR-LNAA,,0.0,,0.0,,0.0,0.0,0.95,,,,,,,,,,,Alain,Regnier,Alain Regnier,Audincourt,47.4836,6.8403,34100.0,Office Clerk,FR85H4824371990132980420818,RGNR-LNAA,,,,,,9,67,-2.852210282258041,-2.852210282258041,0,0,0,1,18,0,0.0,0.0,0.0,2743477.0,0.9166666666666666,0.8333333333333334,0.0,,,0.0,0.6335600689471419,2.0,-2.852210282258041,-2.852210282258041,1,0,1,0.9125,0.85,0.050000000000000044,0,1,0,0.5304937980688043,1.8008961849018367e-06,0.2652477994824946,0.34748475676276336,unseen_method_in_reference,0.44544574813377746,rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour,0.006500000000000006,geo_consistent,0.7376639021115132,"mail:heuristic_mail: kw=6, domain=4, url=1",0.3718534635802114,stable_profile,0.38713800734483966,"mail:heuristic_mail: kw=6, domain=4, url=1 | rapid_sequence;unusual_hour;unusual_weekday;rare_vs_reference_hour | stable_profile",True,0.35
9caf7a6f-afa8-43a8-b0bb-8a81d16f8cc3,RGNR-LNAA-7FF-AUD-0,ACCST55537,direct debit,46.09,,,FR85H4824371990132980420818,IT86B8103978239516296290056188,29700.6,Mobile phone monthly plan,2087-06-06 02:45:45+00:00,RGNR-LNAA,,0.0,,0.0,,0.0,,0.95,0.0,Alain,Regnier,Alain Regnier,Audincourt,47.4836,6.8403,34100.0,Office Clerk,FR85H4824371990132980420818,RGNR-LNAA,,,,,,,,,,,,,47.4737,6.831,2087-06-05 03:52:42+00:00,67,9,-17.29115935712338,-0.6744999999999999,1,0,1,1,25,0,0.0,0.0,0.0,2714098.0,0.9333333333333333,0.8,0.0,,,0.0,0.007014055930546994,0.0,-17.29115935712338,-0.6744999999999999,1,0,1,0.9875,0.875,0.050000000000000044,0,1,0,0.5676506040792048,3.984046684876516e-06,0.2838272940629448,0.5953627294062945,sender_amount_outlier;sender_vs_reference_outlier;new_counterparty_pair;unseen_method_in_reference,0.4520296690491277,rapid_sequence;unusual_hour;rare_vs_reference_hour;rare_vs_reference_weekday,0.006500000000000006,geo_consistent,0.0,no_risky_communication_context,0.634743962782856,stable_profile,0.3724014113445021,stable_profile | sender_amount_outlier;sender_vs_reference_outlier;new_counterparty_pair;unseen_method_in_reference | rapid_sequence;unusual_hour;rare_vs_reference_hour;rare_vs_reference_weekday,True,0.35
44fdd50c-73f4-4f0d-8b03-0409ebd8890b,EMP92998,RGNR-LNAA-7FF-AUD-0,transfer,2883.07,,,IT24Q9761542929117361438734311,FR85H4824371990132980420818,23406.79,Salary payment Jan,2087-01-06 18:39:20+00:00,,RGNR-LNAA,,0.0,,0.0,,0.0,0.0,0.95,,,,,,,,,,,Alain,Regnier,Alain Regnier,Audincourt,47.4836,6.8403,34100.0,Office Clerk,FR85H4824371990132980420818,RGNR-LNAA,,,,,,9,67,1.851339314516132,1.851339314516132,1,1,1,1,18,0,0.0,0.0,0.0,9000000000.0,0.8333333333333334,0.9166666666666666,0.0,,,1.0,0.021946479038813464,1.0,1.851339314516132,1.851339314516132,1,0,1,0.925,0.875,0.050000000000000044,0,1,0,0.8831889551983602,0.9999999999993652,0.9415944775988627,0.5500366826389188,new_counterparty_pair;new_payment_method;unseen_method_in_reference;new_transaction_type,0.26525000000000004,unusual_hour;unusual_weekday;rare_vs_reference_hour;rare_vs_reference_weekday,0.1665,new_geo_context,0.0733454567761334,"mail:heuristic_mail: kw=0, domain=1, url=1",0.5826506896937728,feature_novelty,0.35177957750348043,feature_novelty | new_counterparty_pair;new_payment_method;unseen_method_in_reference;new_transaction_type | unusual_hour;unusual_weekday;rare_vs_reference_hour;rare_vs_reference_weekday,True,0.35
be65ac20-9102-4206-adba-b53380910ecf,BRCH-TRCY-802-HAM-1,MKTSW90199,e-commerce,44.95,SwiftCart Online,debit card,GB55A1899498623707047636913,IT38Z6425332149647507994595213,11017.85,,2087-05-04 09:28:11+00:00,BRCH-TRCY,,2.0,,2.0,,2.0,,0.95,0.0,Tracy,Birch,Tracy Birch,Hampstead,51.5541,-0.1744,12700.0,Ride-share Driver,GB55A1899498623707047636913,BRCH-TRCY,,,,,,,,,,,,,51.5298,-0.1686,2087-05-02 19:34:28+00:00,63,9,-8.271757246376804,-0.6745000000000001,0,0,0,0,0,0,0.0,0.0,0.0,2419233.0,0.8,0.7333333333333334,0.0,,,0.0,0.42926802573345446,2.0,-8.271757246376804,-0.6745000000000001,1,1,1,0.875,0.7875,0.975,0,0,0,0.9555894569187384,7.666432063880073e-06,0.47779856167540113,0.40475985616754007,sender_amount_outlier;sender_vs_reference_outlier,0.4206605663693706,rapid_sequence;rare_vs_reference_hour,0.12675,geo_rare_vs_reference,0.0,no_risky_communication_context,0.7086846164842542,stable_profile,0.3453081039679511,stable_profile | rapid_sequence;rare_vs_reference_hour | sender_amount_outlier;sender_vs_reference_outlier,False,0.35
8289782a-685b-45cd-b0a1-2caed460b686,RGNR-LNAA-7FF-AUD-0,ACCST55537,direct debit,125.55,,,FR85H4824371990132980420818,IT68A4965056510865645348459555,42248.36,Private health insurance monthly premium,2087-12-09 08:05:41+00:00,RGNR-LNAA,,0.0,,0.0,,0.0,,0.95,0.0,Alain,Regnier,Alain Regnier,Audincourt,47.4836,6.8403,34100.0,Office Clerk,FR85H4824371990132980420818,RGNR-LNAA,,,,,,,,,,,,,47.4953,6.8337,2087-12-08 03:54:13+00:00,67,9,-15.831181966766533,0.6745000000000001,0,0,0,1,40,0,0.0,0.0,1.0,243017.0,0.8,0.8666666666666667,0.0,,,0.0,0.09944696549315378,3.0,-15.831181966766533,0.6745000000000001,1,0,1,0.925,0.8625,0.050000000000000044,0,1,0,0.5154131598035893,2.013252140398039e-06,0.25770758652786485,0.43275075865278645,sender_amount_outlier;sender_vs_reference_outlier;unseen_method_in_reference,0.5177874241721041,rapid_sequence;unusual_weekday;rare_vs_reference_hour;rare_vs_reference_weekday,0.006500000000000006,geo_consistent,0.0,no_risky_communication_context,0.6171201448341063,stable_profile,0.3368493233273402,stable_profile | rapid_sequence;unusual_weekday;rare_vs_reference_hour;rare_vs_reference_weekday | sender_amount_outlier;sender_vs_reference_outlier;unseen_method_in_reference,False,0.35
fff9978c-8395-490a-95a1-8347bc751a2b,EMP96127,BRCH-TRCY-802-HAM-1,transfer,1079.04,,,IT90D8110289790688935324753197,GB55A1899498623707047636913,9483.96,Salary payment Jan,2087-01-05 12:32:25+00:00,,BRCH-TRCY,,2.0,,2.0,,2.0,0.0,0.95,,,,,,,,,,,Tracy,Birch,Tracy Birch,Hampstead,51.5541,-0.1744,12700.0,Ride-share Driver,GB55A1899498623707047636913,BRCH-TRCY,,,,,,9,63,1.2991789772727327,1.2991789772727327,1,1,1,1,18,0,0.0,0.0,0.0,9000000000.0,0.75,0.8333333333333334,0.0,,,1.0,0.0,0.0,1.2991789772727327,1.2991789772727327,1,0,1,0.8875,0.7875,0.050000000000000044,0,1,0,0.9532290633506323,1.0,0.9766145316753161,0.5010834560084412,new_counterparty_pair;new_payment_method;unseen_method_in_reference;new_transaction_type,0.24370833333333336,unusual_weekday;rare_vs_reference_hour,0.1665,new_geo_context,0.0,no_risky_communication_context,0.5373208259636627,feature_novelty,0.31240278302248947,feature_novelty | new_counterparty_pair;new_payment_method;unseen_method_in_reference;new_transaction_type | unusual_weekday;rare_vs_reference_hour,False,0.35
